2.59249137807	0.01	2.61249137807
2.52748931594	0.02	2.56748931594
2.49378186492	0.03	2.55378186492
2.53545965544	0.04	2.61545965544
2.58268773316	0.05	2.68268773316
2.56381762755	0.06	2.68381762755
2.42442152656	0.07	2.56442152656
2.5332094028	0.08	2.6932094028
2.49385251497	0.09	2.67385251497
2.46346079908	0.1	2.66346079908
2.54715683442	0.11	2.76715683442
2.50927460713	0.12	2.74927460713
2.43757674489	0.13	2.69757674489
2.4875441042	0.14	2.7675441042
2.57828807133	0.15	2.87828807133
2.57137906932	0.16	2.89137906932
2.55609769649	0.17	2.89609769649
2.45113708765	0.18	2.81113708765
2.41418576138	0.19	2.79418576138
2.4647505932	0.2	2.8647505932
2.44283035647	0.21	2.86283035647
2.59698820898	0.22	3.03698820898
2.5463200268	0.23	3.0063200268
2.43222197073	0.24	2.91222197073
2.59249319811	0.25	3.09249319811
2.42098604623	0.26	2.94098604623
2.46082460504	0.27	3.00082460504
2.52567624494	0.28	3.08567624494
2.5260927455	0.29	3.1060927455
2.45940638718	0.3	3.05940638718
2.52488909474	0.31	3.14488909474
2.40869833287	0.32	3.04869833287
2.4801467308	0.33	3.1401467308
2.4219021168	0.34	3.1019021168
2.58585418621	0.35	3.28585418621
2.44687858831	0.36	3.16687858831
2.50373194694	0.37	3.24373194694
2.45727379491	0.38	3.21727379491
2.46994631738	0.39	3.24994631738
2.41573984959	0.4	3.21573984959
2.42020172845	0.41	3.24020172845
2.45309748499	0.42	3.29309748499
2.56285251461	0.43	3.42285251461
2.48027010027	0.44	3.36027010027
2.55488661775	0.45	3.45488661775
2.42819164285	0.46	3.34819164285
2.43365078916	0.47	3.37365078916
2.43211750433	0.48	3.39211750433
2.46582796264	0.49	3.44582796264
2.46126697303	0.5	3.46126697303
2.50483689981	0.51	3.52483689981
2.4408889778	0.52	3.4808889778
2.5610628707	0.53	3.6210628707
2.48607870031	0.54	3.56607870031
2.45159364428	0.55	3.55159364428
2.47273674009	0.56	3.59273674009
2.45538662665	0.57	3.59538662665
2.55254802238	0.58	3.71254802238
2.55189459066	0.59	3.73189459066
2.44424348932	0.6	3.64424348932
2.40152234125	0.61	3.62152234125
2.52903618954	0.62	3.76903618954
2.58961590323	0.63	3.84961590323
2.55904814514	0.64	3.83904814514
2.48059276876	0.65	3.78059276876
2.49855726866	0.66	3.81855726866
2.53145655908	0.67	3.87145655908
2.54558177306	0.68	3.90558177306
2.53685748895	0.69	3.91685748895
2.40458228438	0.7	3.80458228438
2.55448548388	0.71	3.97448548388
2.40482649535	0.72	3.84482649535
2.59193091291	0.73	4.05193091291
2.57284817258	0.74	4.05284817258
2.46228131533	0.75	3.96228131533
2.4334355242	0.76	3.9534355242
2.55235219087	0.77	4.09235219087
2.55878088509	0.78	4.11878088509
2.42390109487	0.79	4.00390109487
2.50480200605	0.8	4.10480200605
2.57292469114	0.81	4.19292469114
2.50369995862	0.82	4.14369995862
2.51508297546	0.83	4.17508297546
2.40069941893	0.84	4.08069941893
2.55285991736	0.85	4.25285991736
2.47060875427	0.86	4.19060875427
2.5832677476	0.87	4.3232677476
2.52765407681	0.88	4.28765407681
2.52842269539	0.89	4.30842269539
2.40366503542	0.9	4.20366503542
2.48575967515	0.91	4.30575967515
2.51124924768	0.92	4.35124924768
2.45896507436	0.93	4.31896507436
2.59313900953	0.94	4.47313900953
2.46860332867	0.95	4.36860332867
2.56268670705	0.96	4.48268670705
2.58293776526	0.97	4.52293776526
2.53541155193	0.98	4.49541155193
2.53263355292	0.99	4.51263355292
